ClientId;DataÚltimaTransição;Dias Inativos;Churn_Sim_Nao;Score_Credito;Estado;G_nero;Idade;Tempo_Cliente_Meses;Limite_Credito_Mercado;Qte_Categorias;Usa_Cartao_Credito;Programa_Fidelidade; Sum_Acumulado 
351433;23/10/2019;7;0;663;São Paulo;Masculino;39;4;0;1;1;0; $320,35 
351434;20/08/2019;71;1;735;São Paulo;Feminino;53;8;1238,5;2;0;1; $710,23 
351435;17/10/2019;13;0;627;Minas Gerais;Masculino;62;3;1434,3;2;1;1; $596,27 
351436;13/10/2019;17;0;713;São Paulo;Masculino;46;5;0;1;1;1; $232,09 
351437;23/10/2019;7;0;562;Minas Gerais;Masculino;31;2;1127,1;1;0;1; $776,54 
351438;07/10/2019;23;0;632;São Paulo;Masculino;43;2;1000,1;1;1;0; $101,15 
351439;07/07/2019;115;1;479;São Paulo;Feminino;33;2;2081,7;1;0;0; $211,56 
351440;05/10/2019;25;0;658;Rio de Janeiro;Masculino;21;7;0;2;0;1; $642,83 
351441;10/09/2019;50;1;598;São Paulo;Feminino;40;9;0;1;1;0; $285,26 
351442;21/10/2019;9;0;597;São Paulo;Masculino;19;2;0;2;1;1; $379,32 
351443;21/10/2019;9;0;512;São Paulo;Feminino;33;6;1216,9;2;1;1; $348,67 
351444;29/10/2019;1;0;704;São Paulo;Masculino;39;2;1115,3;1;1;0; $831,19 
351445;29/10/2019;1;0;474;São Paulo;Masculino;26;6;0;2;0;0; $635,38 
351446;11/10/2019;19;0;604;Minas Gerais;Masculino;36;10;1135,5;1;1;1; $561,98 
351447;28/10/2019;2;0;683;São Paulo;Masculino;41;6;957;2;1;1; $768,19 
351448;18/10/2019;12;0;537;São Paulo;Masculino;28;0;889,6;2;1;1; $791,00 
351449;10/10/2019;20;0;794;Rio de Janeiro;Masculino;31;0;1448,8;2;0;1; $731,85 
351450;06/08/2019;85;1;732;São Paulo;Masculino;55;9;1365,8;1;0;1; $13,62 
351451;19/10/2019;11;0;495;São Paulo;Feminino;38;2;630,9;1;1;1; $196,21 
351452;03/10/2019;27;0;552;Minas Gerais;Masculino;38;10;1322,7;2;1;1; $194,01 
351453;29/10/2019;1;0;602;São Paulo;Feminino;29;3;888,1;2;1;1; $260,37 
351454;05/10/2019;25;0;607;Minas Gerais;Masculino;40;5;905,9;1;0;1; $756,66 
351455;23/08/2019;68;1;675;Minas Gerais;Feminino;33;0;1418,2;1;1;0; $270,06 
351456;27/09/2019;33;1;443;São Paulo;Feminino;54;3;1385,5;1;1;1; $292,48 
351457;08/10/2019;22;0;727;São Paulo;Feminino;31;2;521,9;2;0;1; $668,26 
351458;13/10/2019;17;0;482;São Paulo;Masculino;38;4;1249,8;1;1;0; $149,37 
351459;20/10/2019;10;0;686;São Paulo;Feminino;34;1;0;2;1;0; $363,66 
351460;10/10/2019;20;0;588;Minas Gerais;Masculino;35;3;1043,6;1;1;0; $393,75 
351461;28/10/2019;2;0;605;Rio de Janeiro;Feminino;48;10;1503,2;1;0;1; $556,19 
351462;22/10/2019;8;0;583;São Paulo;Masculino;39;1;1293;2;1;0; $304,62 
351463;25/10/2019;5;0;738;Minas Gerais;Masculino;37;7;1409,5;2;1;0; $813,89 
351464;12/10/2019;18;0;744;Rio de Janeiro;Masculino;30;1;1280,7;1;1;0; $506,36 
351465;02/10/2019;28;0;781;São Paulo;Masculino;23;2;1074,3;1;1;0; $724,35 
351466;22/10/2019;8;0;699;São Paulo;Masculino;34;2;1174,7;1;1;0; $771,78 
351467;20/10/2019;10;0;639;São Paulo;Feminino;27;2;0;2;0;0; $521,85 
351468;18/10/2019;12;0;583;São Paulo;Feminino;27;4;0;3;1;0; $679,64 
351469;05/10/2019;25;0;587;São Paulo;Masculino;42;1;0;1;0;0; $512,53 
351470;05/10/2019;25;0;694;São Paulo;Masculino;40;9;0;2;1;0; $168,60 
351471;06/07/2019;116;1;570;São Paulo;Feminino;29;4;1530,4;1;1;1; $547,35 
351472;25/09/2019;35;1;692;Minas Gerais;Masculino;45;6;1420,8;4;1;0; $784,61 
351473;16/10/2019;14;0;511;São Paulo;Feminino;30;5;0;2;1;0; $599,98 
351474;30/10/2019;0;0;788;São Paulo;Masculino;32;4;1120,8;1;0;0; $372,37 
351475;27/10/2019;3;0;526;Rio de Janeiro;Masculino;66;7;1320,4;2;1;1; $659,86 
351476;15/08/2019;76;1;749;Rio de Janeiro;Feminino;46;9;665,8;1;1;0; $328,14 
351477;27/10/2019;3;0;691;São Paulo;Feminino;33;6;0;2;1;1; $418,37 
351478;14/10/2019;16;0;481;São Paulo;Feminino;39;6;0;1;1;1; $102,82 
351479;07/10/2019;23;0;752;São Paulo;Masculino;33;4;0;2;1;1; $164,88 
351480;03/10/2019;27;0;658;São Paulo;Feminino;38;6;1029;1;0;0; $648,61 
351481;01/10/2019;29;0;679;Rio de Janeiro;Masculino;42;2;0;1;1;1; $701,23 
351482;09/10/2019;21;0;754;Minas Gerais;Masculino;27;7;1175,8;2;0;1; $366,28 
351483;15/08/2019;76;1;679;São Paulo;Masculino;47;10;1985,5;2;1;0; $796,66 
351484;26/10/2019;4;0;633;Rio de Janeiro;Feminino;39;2;0;2;0;0; $796,70 
351485;16/10/2019;14;0;674;São Paulo;Feminino;31;1;0;1;1;0; $537,31 
351486;10/10/2019;20;0;600;Minas Gerais;Masculino;28;2;1166,2;1;0;1; $249,61 
351487;20/10/2019;10;0;645;Rio de Janeiro;Masculino;49;8;0;2;1;0; $675,05 
351488;11/10/2019;19;0;698;São Paulo;Masculino;36;6;0;2;0;1; $80,13 
351489;13/10/2019;17;0;508;Rio de Janeiro;Masculino;54;10;0;1;1;1; $732,29 
351490;23/08/2019;68;1;555;São Paulo;Feminino;44;3;1057,7;3;1;0; $252,22 
351491;02/08/2019;89;1;751;São Paulo;Feminino;48;9;0;1;1;0; $572,95 
351492;22/10/2019;8;0;738;São Paulo;Feminino;39;1;944,4;2;0;1; $789,30 
351493;11/10/2019;19;0;706;Minas Gerais;Feminino;39;8;1128,9;1;0;1; $28,02 
351494;18/07/2019;104;1;595;São Paulo;Feminino;53;7;0;2;1;0; $172,38 
351495;27/09/2019;33;1;577;Minas Gerais;Feminino;43;3;1279,4;1;0;0; $521,42 
351496;09/10/2019;21;0;578;Minas Gerais;Feminino;36;8;1297,5;1;1;1; $598,68 
351497;11/10/2019;19;0;699;São Paulo;Masculino;32;3;0;2;1;1; $711,54 
351498;06/10/2019;24;0;826;São Paulo;Feminino;30;5;0;2;0;1; $655,82 
351499;09/09/2019;51;1;656;Minas Gerais;Feminino;46;7;1415,4;1;1;0; $210,81 
351500;08/10/2019;22;0;556;São Paulo;Feminino;47;2;1399,1;1;1;1; $209,96 
351501;07/08/2019;84;1;569;São Paulo;Masculino;41;4;1202,4;1;1;0; $679,79 
351502;22/10/2019;8;0;765;São Paulo;Masculino;34;9;918,4;1;0;0; $576,17 
351503;24/10/2019;6;0;544;Rio de Janeiro;Masculino;37;2;0;2;0;0; $562,78 
351504;25/07/2019;97;1;588;Rio de Janeiro;Feminino;22;9;671,8;1;1;1; $681,39 
351505;16/10/2019;14;0;740;Rio de Janeiro;Feminino;31;8;0;2;0;0; $361,07 
351506;09/10/2019;21;0;850;Rio de Janeiro;Masculino;38;7;1153,8;1;0;1; $675,37 
351507;19/10/2019;11;0;766;Minas Gerais;Masculino;30;4;1277,9;2;1;1; $120,33 
351508;24/07/2019;98;1;849;São Paulo;Feminino;41;6;0;2;1;1; $705,01 
351509;11/10/2019;19;0;612;São Paulo;Feminino;33;0;649;2;1;0; $426,78 
351510;18/07/2019;104;1;517;Minas Gerais;Masculino;53;0;1091,7;1;1;0; $227,82 
351511;11/10/2019;19;0;645;São Paulo;Feminino;55;7;0;2;1;1; $76,54 
351512;05/10/2019;25;0;696;Minas Gerais;Masculino;43;4;1140,9;1;0;1; $666,20 
351513;18/10/2019;12;0;716;São Paulo;Feminino;40;3;0;2;0;1; $698,48 
351514;10/10/2019;20;0;590;São Paulo;Masculino;32;9;0;2;1;0; $578,70 
351515;20/10/2019;10;0;656;São Paulo;Feminino;45;7;1459,3;1;1;1; $830,80 
351516;04/10/2019;26;0;473;Minas Gerais;Feminino;35;7;1315;1;1;0; $789,84 
351517;14/07/2019;108;1;742;Minas Gerais;Feminino;44;8;1079,3;1;0;1; $72,40 
351518;09/07/2019;113;1;834;Minas Gerais;Feminino;57;8;1122,8;3;1;0; $584,27 
351519;24/10/2019;6;0;721;São Paulo;Masculino;41;7;0;2;0;1; $254,25 
351520;27/09/2019;33;1;590;Rio de Janeiro;Masculino;29;10;0;1;1;1; $216,28 
351521;01/10/2019;29;0;516;Rio de Janeiro;Feminino;31;7;0;1;1;0; $195,91 
351522;30/10/2019;0;0;850;São Paulo;Masculino;33;0;1247,8;1;0;1; $140,42 
351523;14/09/2019;46;1;748;São Paulo;Feminino;39;9;1328,7;1;1;1; $248,49 
351524;22/10/2019;8;0;798;Minas Gerais;Feminino;38;4;1290,6;1;1;0; $654,78 
351525;10/10/2019;20;0;612;Minas Gerais;Masculino;76;6;961,7;1;1;1; $797,47 
351526;08/10/2019;22;0;540;São Paulo;Feminino;40;3;1653;1;0;1; $832,76 
351527;05/10/2019;25;0;719;Rio de Janeiro;Feminino;33;7;0;2;1;0; $83,40 
351528;08/09/2019;52;1;598;São Paulo;Masculino;48;6;1206,8;1;1;0; $127,65 
351529;10/10/2019;20;0;796;Rio de Janeiro;Masculino;32;5;1027,7;2;0;1; $490,97 
351530;29/09/2019;31;1;579;Minas Gerais;Masculino;42;0;1443,9;1;1;1; $93,74 
351531;05/10/2019;25;0;850;Minas Gerais;Feminino;40;7;1044,5;1;1;1; $3,12 
351532;25/10/2019;5;0;599;Rio de Janeiro;Masculino;35;6;1371;1;0;0; $320,30 
351533;08/10/2019;22;0;724;São Paulo;Feminino;30;9;1424,8;1;1;1; $449,37 
351534;15/10/2019;15;0;508;São Paulo;Feminino;43;9;0;1;1;0; $432,19 
351535;16/10/2019;14;0;773;Rio de Janeiro;Masculino;37;2;1032;2;1;0; $742,78 
351536;22/10/2019;8;0;526;São Paulo;Masculino;28;1;1120,7;1;0;1; $526,17 
351537;22/10/2019;8;0;542;São Paulo;Feminino;29;7;0;2;0;1; $819,38 
351538;23/10/2019;7;0;470;São Paulo;Masculino;35;1;964,7;1;0;0; $24,84 
351539;10/10/2019;20;0;805;Rio de Janeiro;Masculino;37;5;0;2;1;0; $91,37 
351540;22/08/2019;69;1;548;Minas Gerais;Masculino;49;9;1084,4;1;0;0; $529,26 
351541;29/10/2019;1;0;672;São Paulo;Masculino;37;5;1532;1;1;1; $678,18 
351542;06/10/2019;24;0;773;São Paulo;Masculino;45;8;968,8;1;1;1; $474,79 
351543;27/10/2019;3;0;614;São Paulo;Masculino;44;6;0;2;0;1; $437,21 
351544;22/08/2019;69;1;537;São Paulo;Feminino;38;10;0;1;0;0; $218,07 
351545;08/10/2019;22;0;704;São Paulo;Feminino;40;6;954,5;1;0;1; $749,85 
351546;13/10/2019;17;0;586;Rio de Janeiro;Masculino;41;3;638,7;1;1;0; $348,97 
351547;15/10/2019;15;0;677;São Paulo;Feminino;24;0;1483;2;0;0; $762,14 
351548;16/10/2019;14;0;558;Rio de Janeiro;Feminino;31;7;0;2;1;0; $694,67 
351549;05/10/2019;25;0;634;Minas Gerais;Feminino;37;7;1432,6;2;1;0; $803,01 
351550;16/10/2019;14;0;655;Minas Gerais;Masculino;37;9;1213,4;1;1;1; $751,01 
351551;10/10/2019;20;0;619;Minas Gerais;Feminino;28;6;991,5;2;1;0; $201,98 
351552;18/10/2019;12;0;662;São Paulo;Feminino;41;4;0;2;1;0; $527,30 
351553;21/10/2019;9;0;705;Rio de Janeiro;Masculino;33;7;684,2;1;1;1; $270,30 
351554;02/09/2019;58;1;527;Rio de Janeiro;Feminino;35;8;0;1;1;0; $408,46 
351555;27/10/2019;3;0;630;Minas Gerais;Feminino;25;7;796,6;1;1;0; $389,68 
351556;11/10/2019;19;0;850;São Paulo;Masculino;35;2;0;2;1;1; $237,47 
351557;27/08/2019;64;1;668;São Paulo;Feminino;53;10;1102,4;1;0;0; $766,59 
351558;15/10/2019;15;0;573;São Paulo;Feminino;32;9;1253,2;2;1;1; $542,64 
351559;13/10/2019;17;0;680;São Paulo;Masculino;27;3;0;1;1;0; $135,23 
351560;22/10/2019;8;0;758;São Paulo;Feminino;32;2;843,8;1;1;1; $314,15 
351561;10/10/2019;20;0;597;São Paulo;Masculino;45;7;0;2;0;0; $698,99 
351562;08/10/2019;22;0;580;Minas Gerais;Masculino;35;10;1362,8;2;1;1; $103,33 
351563;01/10/2019;29;0;622;São Paulo;Masculino;59;5;1193,8;1;1;1; $251,79 
351564;27/10/2019;3;0;638;Minas Gerais;Masculino;62;4;1087,2;2;1;1; $309,34 
351565;17/10/2019;13;0;640;São Paulo;Feminino;20;4;0;2;0;1; $326,30 
351566;22/10/2019;8;0;644;Rio de Janeiro;Masculino;28;0;0;2;1;0; $497,58 
351567;25/10/2019;5;0;753;São Paulo;Feminino;31;6;1066;1;0;0; $380,44 
351568;21/08/2019;70;1;629;São Paulo;Feminino;37;10;995,5;3;0;1; $104,74 
351569;20/08/2019;71;1;775;São Paulo;Feminino;30;5;0;1;1;0; $807,84 
351570;23/10/2019;7;0;701;São Paulo;Feminino;41;2;0;1;1;0; $199,40 
351571;28/10/2019;2;0;708;Rio de Janeiro;Masculino;19;7;1126,2;1;1;1; $18,72 
351572;30/10/2019;0;0;521;Rio de Janeiro;Feminino;22;10;0;1;1;1; $422,13 
351573;04/10/2019;26;0;636;São Paulo;Feminino;24;9;0;2;0;1; $161,79 
351574;28/10/2019;2;0;529;São Paulo;Feminino;31;5;0;2;1;0; $111,74 
351575;17/10/2019;13;0;757;São Paulo;Masculino;28;3;753,8;1;1;1; $832,20 
351576;17/10/2019;13;0;767;Rio de Janeiro;Feminino;24;5;0;2;1;1; $281,02 
351577;21/10/2019;9;0;525;Rio de Janeiro;Masculino;33;5;0;2;1;0; $670,84 
351578;29/10/2019;1;0;759;Rio de Janeiro;Masculino;38;1;0;2;1;0; $86,58 
351579;26/07/2019;96;1;520;Minas Gerais;Feminino;45;1;1230,9;1;1;1; $171,01 
351580;08/10/2019;22;0;738;São Paulo;Feminino;26;3;0;2;1;0; $281,18 
351581;10/10/2019;20;0;548;Rio de Janeiro;Masculino;37;4;0;1;1;0; $507,35 
351582;23/08/2019;68;1;535;Rio de Janeiro;Masculino;48;9;1094,7;1;1;0; $655,66 
351583;15/10/2019;15;0;615;Rio de Janeiro;Masculino;59;4;1557,7;1;1;1; $459,48 
351584;06/10/2019;24;0;850;Minas Gerais;Masculino;38;7;1019,9;2;0;0; $182,51 
351585;28/10/2019;2;0;487;São Paulo;Feminino;34;2;960,2;1;0;0; $37,85 
351586;05/10/2019;25;0;731;São Paulo;Masculino;30;7;0;2;0;1; $596,19 
351587;09/10/2019;21;0;726;Rio de Janeiro;Feminino;35;9;0;2;0;1; $418,99 
351588;23/10/2019;7;0;609;São Paulo;Feminino;35;2;1479;1;1;0; $583,33 
351589;20/10/2019;10;0;714;São Paulo;Masculino;52;4;1007,6;1;1;1; $778,23 
351590;30/08/2019;61;1;694;Rio de Janeiro;Feminino;35;7;0;1;1;0; $556,54 
351591;01/09/2019;59;1;786;São Paulo;Feminino;33;0;830,4;1;0;1; $645,79 
351592;18/10/2019;12;0;698;Rio de Janeiro;Masculino;27;6;1254,3;2;0;0; $115,23 
351593;01/10/2019;29;0;601;São Paulo;Feminino;46;3;982;1;0;0; $574,02 
351594;10/10/2019;20;0;769;Rio de Janeiro;Masculino;41;1;725,1;1;1;0; $107,18 
351595;02/10/2019;28;0;850;Minas Gerais;Masculino;44;3;1403,9;2;0;1; $776,19 
351596;15/08/2019;76;1;646;Rio de Janeiro;Feminino;50;5;1426,4;2;1;1; $592,54 
351597;24/08/2019;67;1;659;São Paulo;Feminino;44;9;235;1;0;1; $707,76 
351598;02/10/2019;28;0;487;Rio de Janeiro;Masculino;33;8;1457,3;1;1;0; $172,36 
351599;09/10/2019;21;0;740;Minas Gerais;Feminino;40;2;1223;2;1;1; $128,39 
351600;28/10/2019;2;0;686;São Paulo;Masculino;39;4;0;2;1;0; $645,93 
351601;06/10/2019;24;0;612;Rio de Janeiro;Feminino;36;5;1198;2;1;0; $664,24 
351602;27/10/2019;3;0;655;Rio de Janeiro;Masculino;37;8;1637,1;2;0;0; $317,75 
351603;25/10/2019;5;0;617;São Paulo;Masculino;34;1;616,9;2;1;0; $441,52 
351604;18/10/2019;12;0;674;São Paulo;Feminino;27;4;791,4;1;0;1; $211,43 
351605;03/10/2019;27;0;711;Rio de Janeiro;Masculino;32;5;0;2;1;1; $615,50 
351606;14/10/2019;16;0;624;Minas Gerais;Feminino;27;7;1048,5;1;1;1; $697,45 
351607;04/10/2019;26;0;597;Rio de Janeiro;Masculino;26;5;0;2;0;1; $396,50 
351608;02/10/2019;28;0;682;Rio de Janeiro;Masculino;46;4;0;1;1;1; $19,39 
351609;09/10/2019;21;0;775;São Paulo;Masculino;45;8;0;1;1;0; $543,24 
351610;04/10/2019;26;0;727;São Paulo;Feminino;29;1;1466,5;1;1;1; $722,86 
351611;12/10/2019;18;0;629;São Paulo;Masculino;31;6;0;2;1;0; $391,17 
351612;19/10/2019;11;0;684;São Paulo;Masculino;46;0;0;2;1;1; $151,57 
351613;16/10/2019;14;0;549;Minas Gerais;Feminino;37;1;1306,2;2;1;1; $535,42 
351614;30/10/2019;0;0;593;Minas Gerais;Masculino;69;2;1870,1;2;0;1; $441,24 
351615;01/10/2019;29;0;536;Rio de Janeiro;Masculino;40;9;0;2;1;1; $49,83 
351616;28/10/2019;2;0;707;São Paulo;Feminino;36;6;0;1;0;0; $411,71 
351617;08/10/2019;22;0;592;Rio de Janeiro;Masculino;41;0;0;2;1;0; $274,61 
351618;14/10/2019;16;0;703;São Paulo;Masculino;44;6;988,6;1;1;0; $631,32 
351619;29/10/2019;1;0;723;Rio de Janeiro;Feminino;45;4;0;2;1;0; $155,06 
351620;17/10/2019;13;0;452;Minas Gerais;Masculino;52;1;984,4;2;0;0; $383,47 
351621;21/10/2019;9;0;552;Rio de Janeiro;Masculino;42;4;0;2;0;0; $815,38 
351622;21/09/2019;39;1;633;São Paulo;Feminino;47;0;0;1;1;1; $26,43 
351623;22/10/2019;8;0;479;Minas Gerais;Feminino;23;9;1235,8;1;0;1; $396,45 
351624;09/10/2019;21;0;768;São Paulo;Masculino;25;6;0;2;1;1; $88,40 
351625;03/10/2019;27;0;742;São Paulo;Masculino;31;4;1052,4;1;1;1; $82,08 
351626;15/08/2019;76;1;668;Minas Gerais;Masculino;56;9;1109,9;1;1;0; $559,99 
351627;03/10/2019;27;0;707;Rio de Janeiro;Masculino;44;3;0;2;1;1; $562,82 
351628;07/09/2019;53;1;754;Rio de Janeiro;Masculino;39;7;1576,9;2;1;0; $556,67 
351629;24/07/2019;98;1;544;Minas Gerais;Masculino;47;5;1052,5;1;0;0; $416,34 
351630;16/10/2019;14;0;718;Rio de Janeiro;Masculino;32;8;0;2;1;1; $172,50 
351631;06/10/2019;24;0;762;São Paulo;Masculino;31;7;1176,9;1;1;1; $663,94 
351632;11/10/2019;19;0;772;São Paulo;Masculino;23;2;0;2;1;0; $76,52 
351633;03/07/2019;119;1;691;Minas Gerais;Feminino;37;7;1230,7;1;1;1; $409,01 
351634;01/10/2019;29;0;502;São Paulo;Masculino;45;0;0;1;0;0; $352,76 
351635;28/10/2019;2;0;563;São Paulo;Feminino;34;6;0;2;0;0; $152,24 
351636;06/10/2019;24;0;676;São Paulo;Feminino;41;4;1014,6;1;1;1; $329,59 
351637;05/10/2019;25;0;576;Rio de Janeiro;Masculino;52;2;1005,5;2;1;1; $69,35 
351638;01/10/2019;29;0;629;Rio de Janeiro;Masculino;35;4;1745,9;2;0;1; $660,08 
351639;01/10/2019;29;0;625;Rio de Janeiro;Masculino;52;8;1211,6;1;1;0; $204,12 
351640;30/10/2019;0;0;628;São Paulo;Masculino;45;9;0;2;1;1; $403,59 
351641;26/10/2019;4;0;471;Minas Gerais;Feminino;36;5;900,6;2;1;1; $401,53 
351642;25/10/2019;5;0;811;São Paulo;Feminino;45;5;0;2;1;1; $608,85 
351643;16/10/2019;14;0;504;São Paulo;Masculino;42;3;1349,4;2;0;0; $563,25 
351644;29/10/2019;1;0;687;São Paulo;Feminino;24;3;1105;1;1;0; $660,90 
351645;02/10/2019;28;0;660;Minas Gerais;Feminino;37;2;1332;1;0;0; $297,64 
351646;20/10/2019;10;0;548;São Paulo;Feminino;41;4;826;1;0;1; $231,97 
351647;08/10/2019;22;0;609;Minas Gerais;Masculino;31;9;1038,4;1;1;1; $625,91 
351648;29/08/2019;62;1;659;Rio de Janeiro;Feminino;42;2;0;1;0;0; $678,06 
351649;09/09/2019;51;1;526;São Paulo;Masculino;52;8;935,9;1;0;1; $88,45 
351650;06/10/2019;24;0;725;Minas Gerais;Masculino;40;8;1041,5;1;1;0; $258,45 
351651;31/07/2019;91;1;519;Minas Gerais;Masculino;38;1;1141,4;1;1;1; $254,12 
351652;29/10/2019;1;0;562;Minas Gerais;Feminino;31;9;1171,5;1;1;1; $452,81 
351653;31/07/2019;91;1;482;Minas Gerais;Masculino;45;7;1563,5;1;1;0; $302,68 
351654;07/10/2019;23;0;535;Rio de Janeiro;Masculino;37;3;1755,3;2;1;1; $38,51 
351655;19/08/2019;72;1;561;São Paulo;Feminino;27;9;1356,4;1;1;0; $637,84 
351656;25/10/2019;5;0;661;São Paulo;Feminino;30;7;0;2;1;0; $300,82 
351657;22/10/2019;8;0;771;São Paulo;Masculino;27;2;0;2;1;1; $831,36 
351658;26/10/2019;4;0;545;São Paulo;Masculino;26;7;0;2;0;1; $652,49 
351659;05/10/2019;25;0;850;Minas Gerais;Feminino;33;2;834,2;1;0;1; $312,16 
351660;24/10/2019;6;0;601;Minas Gerais;Masculino;43;3;1418,6;2;1;1; $463,54 
351661;14/10/2019;16;0;712;Minas Gerais;Masculino;38;7;1327,7;2;1;1; $246,32 
351662;22/10/2019;8;0;589;São Paulo;Feminino;31;10;1106,4;1;1;0; $617,58 
351663;19/10/2019;11;0;600;Rio de Janeiro;Masculino;37;8;1776,6;1;1;1; $321,43 
351664;04/10/2019;26;0;642;Minas Gerais;Masculino;41;4;1577,8;1;1;0; $281,19 
351665;17/09/2019;43;1;575;Minas Gerais;Masculino;47;9;1079,2;2;1;1; $264,38 
351666;25/10/2019;5;0;570;Minas Gerais;Feminino;57;5;865,7;1;0;1; $431,92 
351667;25/08/2019;66;1;532;Minas Gerais;Masculino;52;9;1377,6;1;1;0; $679,97 
351668;05/10/2019;25;0;796;São Paulo;Masculino;30;2;1372,6;2;1;0; $262,11 
351669;15/09/2019;45;1;833;Rio de Janeiro;Masculino;32;6;0;1;1;1; $184,68 
351670;14/10/2019;16;0;642;Rio de Janeiro;Feminino;36;6;0;2;1;1; $408,08 
351671;19/10/2019;11;0;655;São Paulo;Masculino;28;10;0;2;0;1; $527,36 
351672;14/08/2019;77;1;736;Minas Gerais;Masculino;50;9;1163,1;1;1;0; $772,34 
351673;26/10/2019;4;0;617;São Paulo;Feminino;34;0;1312,4;2;1;0; $763,45 
351674;30/10/2019;0;0;762;Minas Gerais;Masculino;28;3;1251,6;2;1;1; $441,77 
351675;14/10/2019;16;0;703;Minas Gerais;Masculino;35;5;1406,9;2;1;0; $699,21 
351676;08/10/2019;22;0;507;São Paulo;Masculino;41;3;588,2;2;1;1; $577,23 
351677;09/07/2019;113;1;581;Minas Gerais;Feminino;26;3;1051;1;1;1; $768,83 
351678;15/10/2019;15;0;593;São Paulo;Masculino;31;9;0;2;0;1; $85,38 
351679;05/10/2019;25;0;648;São Paulo;Masculino;23;9;1683,7;1;1;0; $561,15 
351680;16/10/2019;14;0;462;Minas Gerais;Masculino;34;1;946,8;2;1;0; $576,99 
351681;16/10/2019;14;0;596;Rio de Janeiro;Masculino;36;2;0;2;0;1; $523,16 
351682;09/09/2019;51;1;627;São Paulo;Feminino;44;5;0;2;1;0; $345,71 
351683;21/10/2019;9;0;494;São Paulo;Masculino;40;7;0;2;0;1; $658,63 
351684;09/10/2019;21;0;627;São Paulo;Masculino;73;0;1463,3;1;0;1; $181,73 
351685;30/10/2019;0;0;850;Rio de Janeiro;Masculino;37;2;0;2;1;0; $499,87 
351686;13/10/2019;17;0;632;São Paulo;Feminino;49;5;1679,6;1;0;0; $584,17 
351687;30/10/2019;0;0;490;São Paulo;Masculino;33;1;0;2;1;1; $336,64 
351688;23/10/2019;7;0;715;São Paulo;Masculino;40;7;0;1;1;1; $589,00 
351689;02/10/2019;28;0;679;São Paulo;Masculino;48;8;0;2;1;0; $97,27 
351690;05/08/2019;86;1;619;São Paulo;Masculino;44;3;1169,7;1;1;0; $21,15 
351691;04/10/2019;26;0;465;Rio de Janeiro;Feminino;33;6;0;2;1;1; $397,92 
351692;04/10/2019;26;0;736;Rio de Janeiro;Masculino;32;7;0;1;0;1; $329,51 
351693;07/10/2019;23;0;501;Minas Gerais;Feminino;34;7;932,4;1;0;1; $832,52 
351694;20/10/2019;10;0;535;São Paulo;Feminino;29;5;0;2;0;1; $219,62 
351695;23/10/2019;7;0;759;São Paulo;Feminino;33;2;0;2;1;0; $235,77 
351696;13/10/2019;17;0;819;São Paulo;Masculino;35;1;0;2;0;1; $14,10 
351697;25/10/2019;5;0;533;Minas Gerais;Masculino;43;4;804,4;2;0;1; $52,24 
351698;13/10/2019;17;0;632;Minas Gerais;Feminino;35;2;1505,6;2;0;0; $269,68 
351699;18/09/2019;42;1;686;São Paulo;Masculino;60;9;0;3;1;1; $313,53 
351700;21/10/2019;9;0;687;São Paulo;Feminino;34;9;1254,7;1;1;0; $828,87 
351701;17/10/2019;13;0;667;Minas Gerais;Feminino;33;4;1270,8;2;1;0; $287,55 
351702;12/10/2019;18;0;699;Rio de Janeiro;Feminino;25;8;0;2;1;1; $218,35 
351703;06/10/2019;24;0;497;Rio de Janeiro;Masculino;37;8;1286,5;2;1;1; $681,84 
351704;28/10/2019;2;0;780;Rio de Janeiro;Feminino;33;6;1455,8;1;1;1; $644,16 
351705;22/07/2019;100;1;652;São Paulo;Feminino;51;3;0;1;1;0; $724,96 
351706;26/08/2019;65;1;477;São Paulo;Masculino;47;9;1449;1;1;0; $255,48 
351707;21/10/2019;9;0;652;São Paulo;Feminino;37;4;0;2;1;0; $597,47 
351708;18/10/2019;12;0;488;São Paulo;Feminino;31;8;975,9;1;0;0; $517,54 
351709;15/10/2019;15;0;572;São Paulo;Masculino;24;1;0;2;1;1; $631,09 
351710;30/10/2019;0;0;755;São Paulo;Feminino;38;1;0;2;1;0; $86,40 
351711;22/10/2019;8;0;779;Minas Gerais;Feminino;24;10;1222;2;1;0; $182,11 
351712;12/10/2019;18;0;693;Rio de Janeiro;Feminino;46;3;1517,1;1;1;0; $753,07 
351713;23/10/2019;7;0;530;Rio de Janeiro;Feminino;22;7;0;2;1;0; $434,04 
351714;16/10/2019;14;0;738;Rio de Janeiro;Feminino;33;3;1221,3;2;0;1; $116,11 
351715;18/10/2019;12;0;690;Minas Gerais;Masculino;31;2;1372,6;2;1;0; $230,78 
351716;20/10/2019;10;0;611;São Paulo;Feminino;30;9;885,9;1;1;0; $818,05 
351717;04/10/2019;26;0;643;Rio de Janeiro;Masculino;34;6;0;2;1;1; $483,53 
351718;19/08/2019;72;1;632;Minas Gerais;Masculino;41;8;1272,1;4;1;0; $391,15 
351719;12/10/2019;18;0;727;Rio de Janeiro;Feminino;31;10;970;2;0;0; $319,23 
351720;27/10/2019;3;0;508;São Paulo;Feminino;64;2;0;1;1;1; $25,32 
