CodCliente;CodJob;CodQuestao;DescQuestaoPOR;Resposta
23490637;3794;57625;Qual seu estado civil? ;1
23490637;3794;57627;Você tem filhos?;1
23490637;3794;57724;Você tem alguma atividade remunerada, mensal?;4
23490637;3794;57791;Classe Social;5
23490637;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;99
23490662;3794;57625;Qual seu estado civil? ;1
23490662;3794;57627;Você tem filhos?;2
23490662;3794;57724;Você tem alguma atividade remunerada, mensal?;1
23490662;3794;57791;Classe Social;1
23490662;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;6
23490760;3794;57625;Qual seu estado civil? ;1
23490760;3794;57627;Você tem filhos?;1
23490760;3794;57724;Você tem alguma atividade remunerada, mensal?;8
23490760;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;7
23490760;3794;57791;Classe Social;3
23490760;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;10
23490976;3794;57625;Qual seu estado civil? ;1
23490976;3794;57627;Você tem filhos?;1
23490976;3794;57724;Você tem alguma atividade remunerada, mensal?;8
23490976;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;2
23490976;3794;57791;Classe Social;5
23490976;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;2
23491113;3794;57625;Qual seu estado civil? ;1
23491113;3794;57627;Você tem filhos?;1
23491113;3794;57724;Você tem alguma atividade remunerada, mensal?;6
23491113;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;1
23491113;3794;57791;Classe Social;6
23491113;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;99
23491170;3794;57625;Qual seu estado civil? ;1
23491170;3794;57627;Você tem filhos?;2
23491170;3794;57724;Você tem alguma atividade remunerada, mensal?;8
23491170;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;1
23491170;3794;57791;Classe Social;5
23491170;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;2
23491234;3794;57625;Qual seu estado civil? ;2
23491234;3794;57627;Você tem filhos?;1
23491234;3794;57724;Você tem alguma atividade remunerada, mensal?;11
23491234;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;3
23491234;3794;57791;Classe Social;5
23491234;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;6
23491554;3794;57625;Qual seu estado civil? ;1
23491554;3794;57627;Você tem filhos?;1
23491554;3794;57724;Você tem alguma atividade remunerada, mensal?;9
23491554;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;3
23491554;3794;57791;Classe Social;5
23491554;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;3
23491556;3794;57625;Qual seu estado civil? ;1
23491556;3794;57627;Você tem filhos?;2
23491556;3794;57724;Você tem alguma atividade remunerada, mensal?;9
23491556;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;4
23491556;3794;57791;Classe Social;4
23491556;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;4
23491706;3794;57625;Qual seu estado civil? ;2
23491706;3794;57627;Você tem filhos?;1
23491706;3794;57724;Você tem alguma atividade remunerada, mensal?;9
23491706;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;4
23491706;3794;57791;Classe Social;5
23491706;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;5
23491748;3794;57625;Qual seu estado civil? ;2
23491748;3794;57627;Você tem filhos?;1
23491748;3794;57724;Você tem alguma atividade remunerada, mensal?;10
23491748;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;9
23491748;3794;57791;Classe Social;1
23491748;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;10
23491807;3794;57625;Qual seu estado civil? ;1
23491807;3794;57627;Você tem filhos?;1
23491807;3794;57724;Você tem alguma atividade remunerada, mensal?;9
23491807;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;4
23491807;3794;57791;Classe Social;6
23491807;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;4
23491856;3794;57625;Qual seu estado civil? ;1
23491856;3794;57627;Você tem filhos?;1
23491856;3794;57724;Você tem alguma atividade remunerada, mensal?;2
23491856;3794;57791;Classe Social;6
23491856;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;1
23492159;3794;57625;Qual seu estado civil? ;2
23492159;3794;57627;Você tem filhos?;1
23492159;3794;57724;Você tem alguma atividade remunerada, mensal?;4
23492159;3794;57791;Classe Social;6
23492159;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;3
23492347;3794;57625;Qual seu estado civil? ;1
23492347;3794;57627;Você tem filhos?;2
23492347;3794;57724;Você tem alguma atividade remunerada, mensal?;3
23492347;3794;57791;Classe Social;5
23492347;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;1
23492445;3794;57625;Qual seu estado civil? ;1
23492445;3794;57627;Você tem filhos?;2
23492445;3794;57724;Você tem alguma atividade remunerada, mensal?;3
23492445;3794;57791;Classe Social;5
23492445;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;3
23492489;3794;57625;Qual seu estado civil? ;2
23492489;3794;57627;Você tem filhos?;1
23492489;3794;57724;Você tem alguma atividade remunerada, mensal?;8
23492489;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;3
23492489;3794;57791;Classe Social;3
23492489;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;7
23492518;3794;57625;Qual seu estado civil? ;2
23492518;3794;57627;Você tem filhos?;2
23492518;3794;57724;Você tem alguma atividade remunerada, mensal?;3
23492518;3794;57791;Classe Social;6
23492518;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;99
23492531;3794;57625;Qual seu estado civil? ;2
23492531;3794;57627;Você tem filhos?;2
23492531;3794;57724;Você tem alguma atividade remunerada, mensal?;3
23492531;3794;57791;Classe Social;4
23492531;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;1
23492714;3794;57625;Qual seu estado civil? ;4
23492714;3794;57627;Você tem filhos?;2
23492714;3794;57724;Você tem alguma atividade remunerada, mensal?;2
23492714;3794;57791;Classe Social;4
23492714;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;3
23492947;3794;57625;Qual seu estado civil? ;1
23492947;3794;57627;Você tem filhos?;2
23492947;3794;57724;Você tem alguma atividade remunerada, mensal?;10
23492947;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;3
23492947;3794;57791;Classe Social;2
23492947;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;3
23493008;3794;57625;Qual seu estado civil? ;1
23493008;3794;57627;Você tem filhos?;1
23493008;3794;57724;Você tem alguma atividade remunerada, mensal?;8
23493008;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;1
23493008;3794;57791;Classe Social;4
23493008;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;1
23493078;3794;57625;Qual seu estado civil? ;1
23493078;3794;57627;Você tem filhos?;2
23493078;3794;57724;Você tem alguma atividade remunerada, mensal?;3
23493078;3794;57791;Classe Social;5
23493078;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;4
23493134;3794;57625;Qual seu estado civil? ;2
23493134;3794;57627;Você tem filhos?;1
23493134;3794;57724;Você tem alguma atividade remunerada, mensal?;2
23493134;3794;57791;Classe Social;3
23493134;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;3
23493152;3794;57625;Qual seu estado civil? ;1
23493152;3794;57627;Você tem filhos?;2
23493152;3794;57724;Você tem alguma atividade remunerada, mensal?;9
23493152;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;3
23493152;3794;57791;Classe Social;1
23493152;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;3
23493748;3794;57625;Qual seu estado civil? ;1
23493748;3794;57627;Você tem filhos?;2
23493748;3794;57724;Você tem alguma atividade remunerada, mensal?;9
23493748;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;4
23493748;3794;57791;Classe Social;5
23493748;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;5
23493881;3794;57625;Qual seu estado civil? ;1
23493881;3794;57627;Você tem filhos?;1
23493881;3794;57724;Você tem alguma atividade remunerada, mensal?;9
23493881;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;3
23493881;3794;57791;Classe Social;4
23493881;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;5
23493937;3794;57625;Qual seu estado civil? ;2
23493937;3794;57627;Você tem filhos?;1
23493937;3794;57724;Você tem alguma atividade remunerada, mensal?;8
23493937;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;4
23493937;3794;57791;Classe Social;3
23493937;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;4
23494183;3794;57625;Qual seu estado civil? ;1
23494183;3794;57627;Você tem filhos?;2
23494183;3794;57724;Você tem alguma atividade remunerada, mensal?;8
23494183;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;3
23494183;3794;57791;Classe Social;5
23494183;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;3
23494629;3794;57625;Qual seu estado civil? ;2
23494629;3794;57627;Você tem filhos?;2
23494629;3794;57724;Você tem alguma atividade remunerada, mensal?;8
23494629;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;3
23494629;3794;57791;Classe Social;6
23494629;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;3
23494659;3794;57625;Qual seu estado civil? ;2
23494659;3794;57627;Você tem filhos?;1
23494659;3794;57724;Você tem alguma atividade remunerada, mensal?;1
23494659;3794;57791;Classe Social;5
23494659;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;4
23494905;3794;57625;Qual seu estado civil? ;1
23494905;3794;57627;Você tem filhos?;2
23494905;3794;57724;Você tem alguma atividade remunerada, mensal?;4
23494905;3794;57791;Classe Social;4
23494905;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;1
23494923;3794;57625;Qual seu estado civil? ;1
23494923;3794;57627;Você tem filhos?;1
23494923;3794;57724;Você tem alguma atividade remunerada, mensal?;8
23494923;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;2
23494923;3794;57791;Classe Social;4
23494923;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;3
23495066;3794;57625;Qual seu estado civil? ;1
23495066;3794;57627;Você tem filhos?;1
23495066;3794;57724;Você tem alguma atividade remunerada, mensal?;9
23495066;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;3
23495066;3794;57791;Classe Social;6
23495066;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;3
23495163;3794;57625;Qual seu estado civil? ;1
23495163;3794;57627;Você tem filhos?;1
23495163;3794;57724;Você tem alguma atividade remunerada, mensal?;8
23495163;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;3
23495163;3794;57791;Classe Social;5
23495163;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;3
23495461;3794;57625;Qual seu estado civil? ;1
23495461;3794;57627;Você tem filhos?;2
23495461;3794;57724;Você tem alguma atividade remunerada, mensal?;8
23495461;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;1
23495461;3794;57791;Classe Social;5
23495461;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;3
23495614;3794;57625;Qual seu estado civil? ;2
23495614;3794;57627;Você tem filhos?;1
23495614;3794;57724;Você tem alguma atividade remunerada, mensal?;9
23495614;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;3
23495614;3794;57791;Classe Social;4
23495614;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;5
23496208;3794;57625;Qual seu estado civil? ;1
23496208;3794;57627;Você tem filhos?;1
23496208;3794;57724;Você tem alguma atividade remunerada, mensal?;9
23496208;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;2
23496208;3794;57791;Classe Social;6
23496208;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;2
23496570;3794;57625;Qual seu estado civil? ;1
23496570;3794;57627;Você tem filhos?;1
23496570;3794;57724;Você tem alguma atividade remunerada, mensal?;4
23496570;3794;57791;Classe Social;2
23496570;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;4
23497002;3794;57625;Qual seu estado civil? ;1
23497002;3794;57627;Você tem filhos?;1
23497002;3794;57724;Você tem alguma atividade remunerada, mensal?;8
23497002;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;99
23497002;3794;57791;Classe Social;6
23497002;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;99
23498094;3794;57625;Qual seu estado civil? ;1
23498094;3794;57627;Você tem filhos?;1
23498094;3794;57724;Você tem alguma atividade remunerada, mensal?;9
23498094;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;3
23498094;3794;57791;Classe Social;6
23498094;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;3
23498361;3794;57625;Qual seu estado civil? ;1
23498361;3794;57627;Você tem filhos?;2
23498361;3794;57724;Você tem alguma atividade remunerada, mensal?;4
23498361;3794;57791;Classe Social;6
23498361;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;99
23498706;3794;57625;Qual seu estado civil? ;1
23498706;3794;57627;Você tem filhos?;2
23498706;3794;57724;Você tem alguma atividade remunerada, mensal?;9
23498706;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;4
23498706;3794;57791;Classe Social;4
23498706;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;4
23498884;3794;57625;Qual seu estado civil? ;1
23498884;3794;57627;Você tem filhos?;1
23498884;3794;57724;Você tem alguma atividade remunerada, mensal?;8
23498884;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;1
23498884;3794;57791;Classe Social;4
23498884;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;3
23498889;3794;57625;Qual seu estado civil? ;2
23498889;3794;57627;Você tem filhos?;1
23498889;3794;57724;Você tem alguma atividade remunerada, mensal?;8
23498889;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;1
23498889;3794;57791;Classe Social;5
23498889;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;1
23498958;3794;57625;Qual seu estado civil? ;2
23498958;3794;57627;Você tem filhos?;1
23498958;3794;57724;Você tem alguma atividade remunerada, mensal?;9
23498958;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;3
23498958;3794;57791;Classe Social;4
23498958;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;4
23499234;3794;57625;Qual seu estado civil? ;1
23499234;3794;57627;Você tem filhos?;2
23499234;3794;57724;Você tem alguma atividade remunerada, mensal?;8
23499234;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;2
23499234;3794;57791;Classe Social;3
23499234;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;2
23499401;3794;57625;Qual seu estado civil? ;1
23499401;3794;57627;Você tem filhos?;2
23499401;3794;57724;Você tem alguma atividade remunerada, mensal?;3
23499401;3794;57791;Classe Social;6
23499401;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;1
23499469;3794;57625;Qual seu estado civil? ;1
23499469;3794;57627;Você tem filhos?;2
23499469;3794;57724;Você tem alguma atividade remunerada, mensal?;4
23499469;3794;57791;Classe Social;6
23499469;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;1
23499567;3794;57625;Qual seu estado civil? ;1
23499567;3794;57627;Você tem filhos?;1
23499567;3794;57724;Você tem alguma atividade remunerada, mensal?;8
23499567;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;3
23499567;3794;57791;Classe Social;5
23499567;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;3
23499591;3794;57625;Qual seu estado civil? ;1
23499591;3794;57627;Você tem filhos?;2
23499591;3794;57724;Você tem alguma atividade remunerada, mensal?;8
23499591;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;1
23499591;3794;57791;Classe Social;5
23499591;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;1
23499627;3794;57625;Qual seu estado civil? ;1
23499627;3794;57627;Você tem filhos?;2
23499627;3794;57724;Você tem alguma atividade remunerada, mensal?;3
23499627;3794;57791;Classe Social;4
23499627;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;3
23499753;3794;57625;Qual seu estado civil? ;1
23499753;3794;57627;Você tem filhos?;2
23499753;3794;57724;Você tem alguma atividade remunerada, mensal?;3
23499753;3794;57791;Classe Social;4
23499753;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;4
23499821;3794;57625;Qual seu estado civil? ;1
23499821;3794;57627;Você tem filhos?;2
23499821;3794;57724;Você tem alguma atividade remunerada, mensal?;8
23499821;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;4
23499821;3794;57791;Classe Social;5
23499821;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;5
23499835;3794;57625;Qual seu estado civil? ;1
23499835;3794;57627;Você tem filhos?;2
23499835;3794;57724;Você tem alguma atividade remunerada, mensal?;8
23499835;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;4
23499835;3794;57791;Classe Social;1
23499835;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;8
23500074;3794;57625;Qual seu estado civil? ;1
23500074;3794;57627;Você tem filhos?;2
23500074;3794;57724;Você tem alguma atividade remunerada, mensal?;10
23500074;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;3
23500074;3794;57791;Classe Social;4
23500074;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;5
23500135;3794;57625;Qual seu estado civil? ;1
23500135;3794;57627;Você tem filhos?;2
23500135;3794;57724;Você tem alguma atividade remunerada, mensal?;1
23500135;3794;57791;Classe Social;3
23500135;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;99
23500234;3794;57625;Qual seu estado civil? ;1
23500234;3794;57627;Você tem filhos?;2
23500234;3794;57724;Você tem alguma atividade remunerada, mensal?;3
23500234;3794;57791;Classe Social;5
23500234;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;1
23500420;3794;57625;Qual seu estado civil? ;2
23500420;3794;57627;Você tem filhos?;2
23500420;3794;57724;Você tem alguma atividade remunerada, mensal?;9
23500420;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;2
23500420;3794;57791;Classe Social;5
23500420;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;2
23500618;3794;57625;Qual seu estado civil? ;1
23500618;3794;57627;Você tem filhos?;2
23500618;3794;57724;Você tem alguma atividade remunerada, mensal?;3
23500618;3794;57791;Classe Social;5
23500618;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;3
23500725;3794;57625;Qual seu estado civil? ;1
23500725;3794;57627;Você tem filhos?;2
23500725;3794;57724;Você tem alguma atividade remunerada, mensal?;9
23500725;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;3
23500725;3794;57791;Classe Social;6
23500725;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;3
23500756;3794;57625;Qual seu estado civil? ;1
23500756;3794;57627;Você tem filhos?;1
23500756;3794;57724;Você tem alguma atividade remunerada, mensal?;8
23500756;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;1
23500756;3794;57791;Classe Social;4
23500756;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;1
23500834;3794;57625;Qual seu estado civil? ;1
23500834;3794;57627;Você tem filhos?;2
23500834;3794;57724;Você tem alguma atividade remunerada, mensal?;10
23500834;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;3
23500834;3794;57791;Classe Social;3
23500834;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;5
23500890;3794;57625;Qual seu estado civil? ;1
23500890;3794;57627;Você tem filhos?;1
23500890;3794;57724;Você tem alguma atividade remunerada, mensal?;8
